CustomerName,Age,MaritalStatus,IncomeRange,Gender,TotalChildren,ChildrenAtHome,Education,Occupation,HomeOwner,Cars
Budi Rachman,66,belum menikah,135471,laki-laki,4,0,S3,skilled manual work,memiliki rumah sendiri,1
Indra Wahyuni,30,sudah menikah,103328,laki-laki,5,1,S1,unskilled manual work,memiliki rumah sendiri,2
Dewi Setiawan,59,belum menikah,140730,laki-laki,3,3,S2,management,tidak memiliki rumah sendiri,0
Cahyadi Utomo,30,sudah menikah,29159,perempuan,5,0,Post-graduate,management,tidak memiliki rumah sendiri,1
Zainab Haryanto,63,sudah menikah,103327,laki-laki,1,4,S3,skilled manual work,tidak memiliki rumah sendiri,0
Hadi Wibowo,39,belum menikah,59277,perempuan,4,2,SMA,sales,memiliki rumah sendiri,2
Vina Sari,55,belum menikah,55125,laki-laki,5,1,S3,clerical work,tidak memiliki rumah sendiri,3
Lina Putra,43,belum menikah,24560,perempuan,0,5,S2,unskilled manual work,memiliki rumah sendiri,0
Budi Pratama,49,belum menikah,130518,laki-laki,0,5,SMA,unskilled manual work,tidak memiliki rumah sendiri,0
Gita Hidayat,58,sudah menikah,28580,laki-laki,1,4,S2,skilled manual work,memiliki rumah sendiri,2
Kartini Susanto,46,belum menikah,117455,perempuan,5,0,S2,management,tidak memiliki rumah sendiri,1
Agus Mahendra,65,sudah menikah,73837,laki-laki,0,1,Post-graduate,sales,tidak memiliki rumah sendiri,3
Vina Hidayat,44,belum menikah,29995,laki-laki,2,2,SMA,clerical work,tidak memiliki rumah sendiri,1
Nina Setiawan,34,belum menikah,58439,perempuan,1,0,Post-graduate,professional,tidak memiliki rumah sendiri,2
Gita Haryanto,57,sudah menikah,67393,perempuan,2,1,S2,clerical work,memiliki rumah sendiri,1
Yusuf Hakim,35,belum menikah,148133,perempuan,5,4,S2,clerical work,tidak memiliki rumah sendiri,1
Indra Haryanto,67,belum menikah,29598,perempuan,3,2,S2,clerical work,tidak memiliki rumah sendiri,2
Fitri Muliawan,59,sudah menikah,22456,laki-laki,1,1,SMA,clerical work,memiliki rumah sendiri,3
Fitri Utomo,59,sudah menikah,112952,laki-laki,4,3,S1,unskilled manual work,tidak memiliki rumah sendiri,3
Agus Rachman,43,belum menikah,136970,perempuan,3,0,Post-graduate,skilled manual work,memiliki rumah sendiri,3
Rizki Pratama,69,sudah menikah,61045,laki-laki,3,0,S3,professional,tidak memiliki rumah sendiri,0
Budi Utomo,33,belum menikah,105490,laki-laki,4,0,SMA,unskilled manual work,tidak memiliki rumah sendiri,3
Putri Purnomo,35,sudah menikah,101129,perempuan,2,2,Post-graduate,skilled manual work,memiliki rumah sendiri,0
Putri Pratama,27,belum menikah,103152,perempuan,2,4,S1,professional,memiliki rumah sendiri,0
Vina Utomo,35,sudah menikah,133046,laki-laki,3,0,S2,sales,tidak memiliki rumah sendiri,0
Cahyadi Santoso,54,belum menikah,91279,perempuan,0,0,S3,clerical work,tidak memiliki rumah sendiri,2
Maya Utomo,55,sudah menikah,100631,perempuan,5,1,SMA,clerical work,tidak memiliki rumah sendiri,1
Yusuf Santoso,45,sudah menikah,121465,laki-laki,3,0,Post-graduate,skilled manual work,memiliki rumah sendiri,2
Usman Utomo,63,belum menikah,88396,laki-laki,1,0,S3,clerical work,tidak memiliki rumah sendiri,3
Yusuf Rachman,41,sudah menikah,142955,perempuan,5,1,S3,management,tidak memiliki rumah sendiri,0
Lina Rachman,36,sudah menikah,149259,perempuan,2,0,S1,sales,memiliki rumah sendiri,1
Fitri Hakim,69,sudah menikah,114411,laki-laki,1,1,Post-graduate,professional,memiliki rumah sendiri,1
Zainab Muliawan,38,sudah menikah,73281,perempuan,5,2,S3,unskilled manual work,tidak memiliki rumah sendiri,3
Yusuf Sari,50,belum menikah,62065,perempuan,2,0,S1,sales,memiliki rumah sendiri,0
Vina Santoso,23,belum menikah,147821,perempuan,0,0,S2,clerical work,memiliki rumah sendiri,1
Taufik Sari,62,sudah menikah,121010,perempuan,4,0,S3,management,tidak memiliki rumah sendiri,1
Rizki Hidayat,20,sudah menikah,72466,laki-laki,5,0,SMA,professional,memiliki rumah sendiri,1
Agus Purnomo,45,sudah menikah,90539,perempuan,5,2,SMA,clerical work,tidak memiliki rumah sendiri,0
Maya Muliawan,24,sudah menikah,143469,perempuan,1,0,SMA,clerical work,memiliki rumah sendiri,2
Rizki Sari,40,sudah menikah,115475,laki-laki,5,0,SMA,sales,memiliki rumah sendiri,3
Zainab Utomo,33,belum menikah,35854,perempuan,5,4,SMA,skilled manual work,memiliki rumah sendiri,0
Kartini Susanto,46,sudah menikah,41625,laki-laki,4,2,Post-graduate,sales,tidak memiliki rumah sendiri,1
Eko Anggraini,20,belum menikah,31139,laki-laki,2,3,S3,management,memiliki rumah sendiri,3
Yusuf Hidayat,39,sudah menikah,86011,perempuan,4,0,S1,professional,memiliki rumah sendiri,1
Siti Hakim,23,belum menikah,69960,perempuan,0,0,S3,sales,memiliki rumah sendiri,2
Lina Saputra,64,sudah menikah,102254,laki-laki,0,1,Post-graduate,management,memiliki rumah sendiri,3
Dewi Sari,35,sudah menikah,98821,laki-laki,5,1,S3,management,tidak memiliki rumah sendiri,2
Eko Utomo,50,sudah menikah,76041,laki-laki,0,0,SMA,unskilled manual work,tidak memiliki rumah sendiri,0
Indra Mahendra,28,sudah menikah,114190,perempuan,0,2,S3,sales,memiliki rumah sendiri,0
Fitri Pratama,27,belum menikah,112871,laki-laki,0,0,S2,clerical work,memiliki rumah sendiri,2
Eko Wibowo,39,sudah menikah,96792,perempuan,0,1,Post-graduate,clerical work,memiliki rumah sendiri,1
Lina Susanto,66,belum menikah,84415,laki-laki,5,5,Post-graduate,clerical work,memiliki rumah sendiri,1
Joko Santoso,43,belum menikah,72640,perempuan,4,2,S3,skilled manual work,memiliki rumah sendiri,3
Nina Hidayat,31,belum menikah,70729,laki-laki,0,0,SMA,professional,tidak memiliki rumah sendiri,3
Yusuf Sari,65,sudah menikah,68344,perempuan,0,0,SMA,clerical work,memiliki rumah sendiri,2
Joko Mahendra,45,belum menikah,102515,laki-laki,4,0,SMA,unskilled manual work,tidak memiliki rumah sendiri,2
Hadi Santoso,62,belum menikah,103684,perempuan,4,1,S1,clerical work,tidak memiliki rumah sendiri,3
Taufik Utomo,53,sudah menikah,67502,laki-laki,0,1,SMA,clerical work,memiliki rumah sendiri,0
Usman Putra,67,sudah menikah,93412,laki-laki,3,1,Post-graduate,professional,memiliki rumah sendiri,2
Agus Setiawan,41,sudah menikah,100134,perempuan,4,0,S2,clerical work,tidak memiliki rumah sendiri,3
Eko Fauzan,40,belum menikah,118625,perempuan,5,0,S3,sales,tidak memiliki rumah sendiri,2
Joko Wahyuni,24,sudah menikah,68856,laki-laki,3,0,Post-graduate,management,tidak memiliki rumah sendiri,3
Hadi Hidayat,22,sudah menikah,103425,perempuan,4,0,S3,clerical work,memiliki rumah sendiri,0
Maya Pratama,51,belum menikah,57803,laki-laki,2,0,SMA,sales,memiliki rumah sendiri,1
Wati Mahendra,21,sudah menikah,72672,laki-laki,4,0,Post-graduate,professional,memiliki rumah sendiri,2
Nina Hakim,39,sudah menikah,121502,perempuan,2,0,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,0
Kartini Susanto,33,sudah menikah,119461,perempuan,0,4,S2,professional,memiliki rumah sendiri,0
Maya Wahyuni,62,sudah menikah,122202,perempuan,5,2,S2,professional,memiliki rumah sendiri,2
Siti Putra,57,sudah menikah,34588,laki-laki,3,3,SMA,unskilled manual work,memiliki rumah sendiri,1
Agus Pratama,27,belum menikah,36237,perempuan,5,0,S1,professional,tidak memiliki rumah sendiri,2
Dewi Pratama,24,sudah menikah,114602,perempuan,3,1,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,0
Joko Anggraini,19,belum menikah,86269,laki-laki,3,3,Post-graduate,management,tidak memiliki rumah sendiri,3
Rizki Wahyuni,62,belum menikah,107636,laki-laki,5,2,S1,skilled manual work,memiliki rumah sendiri,0
Nina Wahyuni,53,sudah menikah,88663,laki-laki,1,4,S1,professional,tidak memiliki rumah sendiri,3
Maya Sari,23,belum menikah,71730,laki-laki,3,0,S2,clerical work,tidak memiliki rumah sendiri,1
Putri Hidayat,43,belum menikah,20252,perempuan,0,2,S1,clerical work,tidak memiliki rumah sendiri,3
Lina Anggraini,37,sudah menikah,135815,perempuan,1,2,S3,sales,memiliki rumah sendiri,2
Wati Purnomo,29,sudah menikah,120649,laki-laki,1,3,S1,unskilled manual work,tidak memiliki rumah sendiri,0
Rizki Mahendra,63,sudah menikah,60547,laki-laki,4,2,S2,skilled manual work,tidak memiliki rumah sendiri,2
Gita Saputra,23,belum menikah,125689,perempuan,5,1,S2,professional,tidak memiliki rumah sendiri,0
Agus Putra,67,sudah menikah,142242,laki-laki,2,0,S3,clerical work,memiliki rumah sendiri,1
Lina Susanto,43,sudah menikah,136438,perempuan,1,1,S2,professional,tidak memiliki rumah sendiri,1
Fitri Saputra,32,sudah menikah,127203,perempuan,5,0,Post-graduate,sales,tidak memiliki rumah sendiri,0
Gita Rachman,43,sudah menikah,113933,laki-laki,0,3,S2,sales,tidak memiliki rumah sendiri,3
Gita Muliawan,44,sudah menikah,129716,perempuan,4,2,S3,management,tidak memiliki rumah sendiri,1
Nina Wijaya,32,sudah menikah,60785,laki-laki,4,0,S2,management,memiliki rumah sendiri,2
Budi Santoso,66,belum menikah,128637,perempuan,1,1,S2,clerical work,memiliki rumah sendiri,0
Gita Saputra,37,sudah menikah,97579,perempuan,2,1,S1,sales,memiliki rumah sendiri,2
Indra Muliawan,40,belum menikah,92037,laki-laki,1,0,S2,management,memiliki rumah sendiri,1
Hadi Pratama,35,sudah menikah,127351,laki-laki,2,2,SMA,skilled manual work,memiliki rumah sendiri,0
Indra Sari,18,belum menikah,75935,perempuan,3,1,SMA,sales,memiliki rumah sendiri,3
Dewi Saputra,55,belum menikah,141339,perempuan,4,1,S2,management,memiliki rumah sendiri,0
Fitri Hidayat,20,sudah menikah,139617,perempuan,3,1,S1,clerical work,memiliki rumah sendiri,1
Yusuf Hakim,45,belum menikah,94349,laki-laki,1,0,S1,skilled manual work,tidak memiliki rumah sendiri,3
Eko Fauzan,20,belum menikah,25011,perempuan,4,0,S2,skilled manual work,tidak memiliki rumah sendiri,1
Joko Setiawan,48,belum menikah,89684,perempuan,2,1,Post-graduate,management,tidak memiliki rumah sendiri,3
Hadi Pratama,68,sudah menikah,148842,laki-laki,4,0,S3,unskilled manual work,tidak memiliki rumah sendiri,0
Maya Mahendra,66,belum menikah,99286,laki-laki,5,2,S1,management,tidak memiliki rumah sendiri,1
Lina Sari,67,belum menikah,25406,perempuan,0,0,S3,management,tidak memiliki rumah sendiri,1
Cahyadi Mahendra,19,belum menikah,63695,perempuan,0,0,S1,clerical work,tidak memiliki rumah sendiri,3
Wati Wibowo,29,belum menikah,91679,perempuan,3,0,S1,clerical work,tidak memiliki rumah sendiri,0
Fitri Haryanto,34,belum menikah,115082,laki-laki,0,0,S1,unskilled manual work,memiliki rumah sendiri,2
Lina Susanto,20,sudah menikah,99697,laki-laki,0,0,S3,skilled manual work,tidak memiliki rumah sendiri,2
Maya Putra,31,sudah menikah,60371,laki-laki,5,0,SMA,clerical work,tidak memiliki rumah sendiri,0
Putri Anggraini,48,sudah menikah,124004,laki-laki,2,2,SMA,management,memiliki rumah sendiri,2
Budi Pratama,28,belum menikah,56611,perempuan,0,0,S2,sales,memiliki rumah sendiri,3
Agus Rachman,28,belum menikah,26078,perempuan,2,1,SMA,skilled manual work,memiliki rumah sendiri,3
Siti Muliawan,40,belum menikah,124333,laki-laki,0,5,S1,unskilled manual work,tidak memiliki rumah sendiri,0
Rizki Muliawan,25,sudah menikah,43172,laki-laki,1,0,SMA,skilled manual work,memiliki rumah sendiri,3
Fitri Hidayat,38,belum menikah,106939,laki-laki,1,0,S1,clerical work,tidak memiliki rumah sendiri,0
Hadi Utomo,63,belum menikah,86511,perempuan,5,5,S3,unskilled manual work,tidak memiliki rumah sendiri,3
Maya Fauzan,51,belum menikah,110762,perempuan,4,1,SMA,unskilled manual work,memiliki rumah sendiri,1
Vina Susanto,52,sudah menikah,149308,perempuan,2,3,S2,unskilled manual work,memiliki rumah sendiri,2
Nina Susanto,32,sudah menikah,139638,perempuan,4,1,S1,unskilled manual work,tidak memiliki rumah sendiri,2
Zainab Pratama,29,belum menikah,45394,laki-laki,1,0,S2,sales,tidak memiliki rumah sendiri,0
Usman Muliawan,35,belum menikah,29670,perempuan,5,0,S3,skilled manual work,memiliki rumah sendiri,1
Lina Setiawan,25,belum menikah,134783,laki-laki,0,4,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,0
Wati Wijaya,49,belum menikah,60061,perempuan,3,5,S3,unskilled manual work,tidak memiliki rumah sendiri,2
Kartini Saputra,41,belum menikah,69218,laki-laki,2,1,S2,professional,memiliki rumah sendiri,3
Maya Hakim,61,belum menikah,123755,perempuan,3,0,S2,skilled manual work,tidak memiliki rumah sendiri,1
Hadi Wahyuni,55,belum menikah,20878,perempuan,2,2,S2,professional,tidak memiliki rumah sendiri,0
Agus Fauzan,19,belum menikah,137196,laki-laki,4,1,SMA,unskilled manual work,tidak memiliki rumah sendiri,0
Wati Pratama,29,belum menikah,128589,laki-laki,3,0,S3,professional,tidak memiliki rumah sendiri,1
Maya Mahendra,21,belum menikah,140853,laki-laki,5,1,S3,professional,tidak memiliki rumah sendiri,2
Indra Wijaya,33,belum menikah,36423,laki-laki,1,0,S1,professional,tidak memiliki rumah sendiri,3
Zainab Purnomo,19,belum menikah,39985,perempuan,5,0,SMA,professional,tidak memiliki rumah sendiri,1
Putri Purnomo,54,belum menikah,126265,laki-laki,0,3,S2,unskilled manual work,tidak memiliki rumah sendiri,1
Yusuf Saputra,51,sudah menikah,126037,perempuan,5,2,S3,clerical work,memiliki rumah sendiri,3
Zainab Susanto,58,sudah menikah,33170,laki-laki,3,4,S1,professional,tidak memiliki rumah sendiri,3
Maya Purnomo,31,sudah menikah,84541,laki-laki,2,0,SMA,unskilled manual work,tidak memiliki rumah sendiri,2
Indra Pratama,42,sudah menikah,66786,laki-laki,1,1,Post-graduate,unskilled manual work,memiliki rumah sendiri,2
Eko Santoso,38,sudah menikah,82836,laki-laki,3,1,SMA,professional,memiliki rumah sendiri,1
Kartini Muliawan,51,sudah menikah,137960,laki-laki,3,3,S2,management,tidak memiliki rumah sendiri,1
Cahyadi Rachman,59,belum menikah,30334,perempuan,0,3,S3,clerical work,memiliki rumah sendiri,3
Zainab Wahyuni,44,sudah menikah,140920,perempuan,5,3,S2,skilled manual work,tidak memiliki rumah sendiri,0
Yusuf Saputra,64,sudah menikah,94698,perempuan,5,1,S1,professional,tidak memiliki rumah sendiri,3
Cahyadi Saputra,28,sudah menikah,25837,laki-laki,0,0,S1,skilled manual work,tidak memiliki rumah sendiri,3
Vina Susanto,35,sudah menikah,81051,laki-laki,1,3,SMA,management,tidak memiliki rumah sendiri,2
Usman Susanto,52,belum menikah,76222,laki-laki,1,1,S1,unskilled manual work,memiliki rumah sendiri,0
Maya Saputra,25,belum menikah,66595,perempuan,1,0,Post-graduate,management,tidak memiliki rumah sendiri,3
Wati Hakim,29,sudah menikah,86725,perempuan,4,2,S1,professional,memiliki rumah sendiri,3
Usman Setiawan,49,belum menikah,81831,perempuan,4,2,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,2
Maya Wijaya,37,belum menikah,72562,laki-laki,5,0,S1,management,memiliki rumah sendiri,1
Siti Rachman,21,belum menikah,126195,perempuan,0,0,S1,sales,memiliki rumah sendiri,0
Siti Muliawan,32,sudah menikah,57251,perempuan,3,0,SMA,management,tidak memiliki rumah sendiri,0
Gita Wijaya,20,sudah menikah,144528,perempuan,2,0,Post-graduate,skilled manual work,memiliki rumah sendiri,2
Usman Hakim,19,sudah menikah,144278,laki-laki,0,3,S1,professional,memiliki rumah sendiri,2
Putri Santoso,42,sudah menikah,94109,perempuan,4,2,S2,professional,tidak memiliki rumah sendiri,2
Yusuf Mahendra,18,belum menikah,148031,perempuan,3,1,SMA,professional,tidak memiliki rumah sendiri,3
Yusuf Wijaya,47,sudah menikah,120618,perempuan,5,0,S2,sales,memiliki rumah sendiri,0
Putri Rachman,31,belum menikah,38937,laki-laki,4,1,SMA,unskilled manual work,memiliki rumah sendiri,3
Rizki Rachman,34,belum menikah,26338,laki-laki,1,1,S1,management,tidak memiliki rumah sendiri,0
Usman Setiawan,33,belum menikah,77962,laki-laki,4,0,S2,sales,memiliki rumah sendiri,0
Nina Putra,38,sudah menikah,35546,laki-laki,4,2,S1,skilled manual work,tidak memiliki rumah sendiri,3
Taufik Pratama,45,sudah menikah,117940,laki-laki,1,3,S2,skilled manual work,tidak memiliki rumah sendiri,1
Rizki Utomo,44,belum menikah,25326,perempuan,2,1,S1,clerical work,memiliki rumah sendiri,0
Kartini Wahyuni,26,belum menikah,147344,perempuan,4,0,SMA,skilled manual work,memiliki rumah sendiri,2
Joko Hidayat,36,belum menikah,107073,perempuan,1,1,SMA,management,memiliki rumah sendiri,3
Maya Pratama,69,sudah menikah,120779,laki-laki,3,0,Post-graduate,unskilled manual work,memiliki rumah sendiri,1
Rizki Anggraini,20,sudah menikah,46423,perempuan,3,4,Post-graduate,clerical work,tidak memiliki rumah sendiri,2
Joko Hakim,48,belum menikah,25520,perempuan,5,3,S1,management,memiliki rumah sendiri,2
Cahyadi Putra,68,sudah menikah,51391,laki-laki,4,1,S1,management,memiliki rumah sendiri,0
Cahyadi Saputra,68,belum menikah,36723,perempuan,0,1,Post-graduate,clerical work,tidak memiliki rumah sendiri,3
Usman Fauzan,59,sudah menikah,41410,laki-laki,1,2,S1,management,tidak memiliki rumah sendiri,3
Indra Susanto,50,sudah menikah,78873,perempuan,2,2,S2,clerical work,memiliki rumah sendiri,1
Siti Haryanto,38,belum menikah,109544,perempuan,1,2,S1,clerical work,tidak memiliki rumah sendiri,0
Joko Pratama,45,sudah menikah,85711,laki-laki,1,3,S2,management,tidak memiliki rumah sendiri,0
Eko Wijaya,44,sudah menikah,27170,perempuan,1,0,SMA,sales,memiliki rumah sendiri,1
Indra Haryanto,64,sudah menikah,72117,perempuan,5,0,Post-graduate,clerical work,memiliki rumah sendiri,0
Budi Wibowo,64,belum menikah,113022,perempuan,2,1,Post-graduate,sales,memiliki rumah sendiri,3
Kartini Hakim,49,belum menikah,91578,perempuan,1,3,S1,clerical work,memiliki rumah sendiri,3
Rizki Purnomo,36,sudah menikah,55428,laki-laki,5,3,SMA,clerical work,tidak memiliki rumah sendiri,0
Yusuf Haryanto,60,belum menikah,26404,perempuan,5,3,S1,clerical work,tidak memiliki rumah sendiri,2
Gita Anggraini,40,sudah menikah,103005,perempuan,3,0,S1,clerical work,memiliki rumah sendiri,2
Nina Susanto,58,belum menikah,82031,perempuan,0,3,SMA,management,memiliki rumah sendiri,2
Maya Saputra,34,sudah menikah,94859,laki-laki,0,0,S2,clerical work,tidak memiliki rumah sendiri,2
Zainab Santoso,34,belum menikah,42754,perempuan,4,1,SMA,unskilled manual work,memiliki rumah sendiri,3
Zainab Sari,19,sudah menikah,101385,laki-laki,4,0,S3,clerical work,memiliki rumah sendiri,1
Kartini Sari,40,sudah menikah,102071,perempuan,2,0,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,0
Taufik Pratama,63,belum menikah,82993,perempuan,4,2,S2,management,memiliki rumah sendiri,3
Nina Setiawan,21,belum menikah,82838,perempuan,5,0,S2,skilled manual work,memiliki rumah sendiri,3
Rizki Wijaya,35,belum menikah,50962,perempuan,2,3,SMA,management,memiliki rumah sendiri,2
Yusuf Hakim,38,belum menikah,125181,perempuan,5,3,S3,sales,memiliki rumah sendiri,2
Zainab Anggraini,56,sudah menikah,102739,perempuan,4,2,S3,clerical work,memiliki rumah sendiri,1
Gita Mahendra,64,belum menikah,69210,perempuan,4,0,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,1
Budi Utomo,35,sudah menikah,96956,laki-laki,0,0,S2,skilled manual work,tidak memiliki rumah sendiri,1
Nina Hakim,56,sudah menikah,80321,perempuan,3,3,SMA,management,memiliki rumah sendiri,3
Hadi Mahendra,39,belum menikah,37259,laki-laki,1,1,S2,skilled manual work,memiliki rumah sendiri,1
Yusuf Setiawan,25,belum menikah,41160,perempuan,2,4,S3,skilled manual work,memiliki rumah sendiri,1
Zainab Purnomo,29,belum menikah,68198,laki-laki,1,5,Post-graduate,skilled manual work,memiliki rumah sendiri,1
Cahyadi Putra,48,belum menikah,26308,laki-laki,3,0,Post-graduate,skilled manual work,memiliki rumah sendiri,3
Cahyadi Putra,45,belum menikah,142238,perempuan,0,1,S2,unskilled manual work,memiliki rumah sendiri,1
Usman Wahyuni,29,sudah menikah,59484,perempuan,1,0,S2,clerical work,tidak memiliki rumah sendiri,2
Usman Haryanto,64,sudah menikah,101345,laki-laki,1,0,Post-graduate,management,tidak memiliki rumah sendiri,0
Budi Saputra,51,belum menikah,20703,perempuan,2,0,S1,management,memiliki rumah sendiri,0
Agus Hidayat,27,sudah menikah,59064,laki-laki,4,0,S2,skilled manual work,memiliki rumah sendiri,3
Fitri Rachman,32,belum menikah,132591,laki-laki,1,0,S3,unskilled manual work,tidak memiliki rumah sendiri,3
Lina Sari,45,belum menikah,100425,perempuan,1,0,S3,sales,memiliki rumah sendiri,2
Usman Saputra,28,belum menikah,33700,perempuan,2,0,S2,skilled manual work,tidak memiliki rumah sendiri,0
Vina Wibowo,52,belum menikah,147593,perempuan,3,1,S3,clerical work,tidak memiliki rumah sendiri,0
Usman Anggraini,24,belum menikah,141731,perempuan,3,0,S3,unskilled manual work,tidak memiliki rumah sendiri,0
Vina Wahyuni,53,sudah menikah,104679,laki-laki,5,2,Post-graduate,professional,memiliki rumah sendiri,3
Wati Hidayat,35,sudah menikah,126789,perempuan,2,0,Post-graduate,management,tidak memiliki rumah sendiri,2
